Date received,Product,Sub-product,Issue,Sub-issue,Consumer Complaint,Company Public Response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date Sent to Company,Company Response to Consumer,Timely response?,Consumer disputed?,Complaint ID
7/23/12,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,CA,91765,,N/A,Referral,7/24/12,Closed with explanation,Yes,No,123271
2/24/14,Student loan,Non-federal student loan,Can't repay my loan,Can't temporarily postpone payments,,,AES/PHEAA,MI,49428,,N/A,Web,2/25/14,Closed with explanation,Yes,No,728237
8/13/12,Credit card,,Credit line increase/decrease,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,92507,,N/A,Web,8/15/12,Closed with monetary relief,Yes,No,133704
11/29/16,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Diversified Consultants, Inc.",NC,27519,,N/A,Postal mail,11/30/16,Closed with explanation,Yes,No,2227146
02/01/2015,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,,,"Estate Information Services, LLC",NY,10952,Older American,N/A,Web,02/01/2015,Closed with monetary relief,No,No,1219621
4/18/14,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,WELLS FARGO & COMPANY,NY,14435,,N/A,Web,4/21/14,Closed with explanation,Yes,No,815038
06/08/2012,Mortgage,Other mortgage,Other,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33071,,N/A,Postal mail,6/13/12,Closed with explanation,No,No,98883
1/21/15,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,"CarMax, Inc.",AL,35045,,N/A,Web,1/21/15,Closed with explanation,Yes,No,1201357
12/16/13,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,TD BANK US HOLDING COMPANY,NJ,8723,,N/A,Postal mail,12/19/13,Closed with explanation,Yes,No,635438
12/28/12,Credit card,,Billing disputes,,,,SYNCHRONY FINANCIAL,NY,12204,,N/A,Web,12/30/12,Closed with explanation,Yes,No,218269
2/17/14,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,HSBC NORTH AMERICA HOLDINGS INC.,FL,33193,,N/A,Web,2/28/14,Closed with explanation,Yes,No,716698
12/18/14,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,"GENERAL MOTORS FINANCIAL COMPANY, INC.",FL,32259,,N/A,Web,12/22/14,Closed with explanation,Yes,No,1162292
03/09/2017,Credit card,,Other,,,,DISCOVER BANK,FL,33040,,Consent not provided,Web,03/09/2017,Closed with explanation,Yes,No,2379101
05/01/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"BAYVIEW LOAN SERVICING, LLC",GA,30076,,N/A,Web,05/02/2013,Closed,Yes,No,396592
1/22/16,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,ASTORIA BANK,CT,6810,,N/A,Referral,1/28/16,Closed with explanation,Yes,No,1751570
5/25/16,Credit card,,Customer service / Customer relations,,"I am unable to actually pay my bill, or my balance on the card that I have with Capital One. I got this card XX/XX/XXXX, and I have had several issues regarding Customer Service. As well as with the Fraud Department. I have verified everything I have ever needed to verify. As well as went back and forth between the corporate people at Capital One, and the Fraud Department. I have had to stop payments from going through to their company, because they absolutely refuse to offer a solution for this issue, or any of the other MAJOR issues I have had with this company. I can no longer speak to the corporate office, because they tell me my issue is a, "" Fraud Issue ''. This situation has been going on for months, with no end in sight. My account is currently restricted, and the reason/reasons it is currently restricted ( even though proof has been given, as well as many phone calls have been made by my bank to this company ) they are not willing to budge in any way. Even after doing what was asked. I am always told a different story, and I am always connected from corporate to the Fraud Department. I have had nothing but issues with this company, and this card since I opened it. I get plenty of notifications that my bill is due, but why pay the bill when Capital One does n't even know what they are doing? As well as moving me back and forth between rude, and disrespectful people. They have caused nothing but hurdles for me. With NO-WAY to take care of these issues. All I end up with after I have spent almost 2-3 hours on the phone with these people is a pathetic apology. I need to speak with someone that can handle these issues without me being transferred all over the place. I refuse to speak to any more rude/disrespectful Customer Service OR Fraud Department people at Capital One. The past few conversations I have had with Capital One I have had people laugh at me in a mean way. I 've also had people yell at me, along with insult me. I have made several attempts, ( So has my bank ) to clear these issues up.",,CAPITAL ONE FINANCIAL CORPORATION,GA,305XX,,Consent provided,Web,5/25/16,Closed with explanation,Yes,No,1941641
08/09/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"Requested bureau remove account as it was not verified. Spoke with collection agency and was informed the account was requested to be removed however, the bureau has not removed it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,751XX,,Consent provided,Web,08/09/2016,Closed with non-monetary relief,Yes,No,2053051
03/01/2014,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,OCWEN LOAN SERVICING LLC,NC,27516,,N/A,Web,03/01/2014,Closed with explanation,Yes,No,738711
3/26/15,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,SECURITY FINANCE CORP,TX,78237,,Consent not provided,Web,3/31/15,Closed with explanation,Yes,No,1301664
2/28/14,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MO,64133,,N/A,Referral,3/20/14,Closed with non-monetary relief,Yes,No,737454
11/08/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian Information Solutions Inc.,CA,91750,,N/A,Web,11/12/2013,Closed with explanation,Yes,No,590849
5/14/12,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,CO,80233,,N/A,Referral,5/16/12,Closed without relief,Yes,No,77376
04/05/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"My property was included in a Chapter XXXX bankruptcy in XXXX XXXX and sold to XXXX XXXX XXXX on XXXX/XXXX/XXXX. Shellpoint began 'servicing ' the loan on XXXX XXXX XXXX. They never contacted me to tell me they were now the servicer of the loan nor did they ever send me a bill. They then reported the loan 180 days delinquent to the credit agencies XXXX XXXX. 
After being denied a credit card in XXXX XXXX, I checked my credit report and found 'Shellpoint Mortgage Servicing on it. I contacted them and they said they were not trying to collect on the debt, but that they simply "" servicing the loan according to the original agreement '' and were "" protecting the creditor 's rights ''. Therefore they would not remove the entry on my credit report. 
My understanding is that a mortgage service company must make a 'good faith effort ' to contact the consume to avoid this type of situation. 
I think the laws regarding companies buying bad debt years after its discharged in a bankruptcy need to be addressed. If it was n't allowed these things would probably not happen in the first place.",Company believes complaint is the result of an isolated error,"Shellpoint Partners, LLC",OH,431XX,,Consent provided,Web,04/05/2016,Closed with explanation,Yes,No,1864163
07/07/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,78269,,Consent not provided,Web,07/07/2015,Closed with explanation,Yes,No,1454202
03/09/2012,Student loan,Non-federal student loan,Repaying your loan,,,,"Navient Solutions, LLC.",IL,60433,,N/A,Web,03/09/2012,Closed without relief,Yes,No,32762
07/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98273,Older American,N/A,Web,07/11/2013,Closed with non-monetary relief,Yes,Yes,453879
6/24/14,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,AZ,85756,,N/A,Web,6/24/14,Closed with explanation,Yes,No,908417
9/25/16,Bank account or service,Checking account,"Account opening, closing, or management",,"I opened an account with Wachovia ( now Wells Fargo ) XX/XX/2008. At the same time, my father and brother also opened accounts with the bank. After a few years, the bank started charging me a monthly fee of about {$10.00}. I tried to figure out why they started charging me this fee, but not charging my brother or father the same fee. After a while, I gave up trying to get the bank to stop charging the fee and I closed the account. Now that it has been exposed that Wells Fargo has been finding unfair ways to charge customers fees, I am wondering if I was a victim of their misbehavior.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,VA,221XX,,Consent provided,Web,9/25/16,Closed with explanation,Yes,No,2130578
09/12/2016,Bank account or service,Checking account,Using a debit or ATM card,,,,"MUFG UNION BANK, NATIONAL ASSOCIATION",CA,92253,Servicemember,Consent not provided,Web,09/12/2016,Closed with explanation,Yes,No,2106201
4/21/17,Consumer Loan,Pawn loan,Applied for loan/did not receive money,,,Company believes complaint represents an opportunity for improvement to better serve consumers,DFC GLOBAL CORP,CA,95829,,Consent not provided,Web,4/21/17,Closed with explanation,Yes,No,2446445
1/28/15,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"Account Services Collections, Inc",TX,75219,Older American,N/A,Web,1/28/15,Closed with non-monetary relief,Yes,No,1213288
3/24/17,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WI,53072,,Consent not provided,Web,04/08/2017,Closed with explanation,Yes,No,2403174
3/26/15,Bank account or service,Checking account,"Account opening, closing, or management",,Bank of America closed my accounts without my knowledge and has not sent out my money as promised. It has been since XXXX 2014. I had a business account : XXXX XXXX XXXX and a personal account. They owe me {$500.00} of my money which was never returned. I keep getting the run around from this bank. They claimed they sent out cashiers checks on XXXX occasions. It does n't take 6 months to receive a cashiers check. Please help me get my {$500.00} back! It was closed because of XXXX XXXX XXXX.,Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,483XX,,Consent provided,Web,3/26/15,Closed with monetary relief,Yes,Yes,1301910
9/28/16,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,I applied for a home loan and found that Midland Funding had placed a collection account on my credit report without notifying me or giving me the opportunity to validate the debt. They also re-aged the debt. It was not incurred in 2014. It is past the statute of limitations and was charged off by the original creditor. It is uncollectible and Midland Funding is trying strong arm tactics and misleading info to force me to pay this even though I am legally not obligated to.,,ENCORE CAPITAL GROUP INC.,CA,906XX,,Consent provided,Web,9/28/16,Closed with non-monetary relief,Yes,No,2137074
9/30/13,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,WELLS FARGO & COMPANY,WI,54101,,N/A,Web,9/30/13,Closed with explanation,Yes,No,547310
4/19/17,Bank account or service,Checking account,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,75050,,N/A,Referral,4/20/17,Closed with explanation,Yes,No,2443670
9/25/15,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Genpact Limited,CA,93010,Older American,N/A,Phone,10/01/2015,Closed with explanation,Yes,No,1580737
12/12/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",MN,55433,,N/A,Web,12/12/2014,Closed with explanation,Yes,No,1153981
9/25/14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,TX,77009,,N/A,Referral,10/01/2014,Closed with explanation,Yes,Yes,1045831
08/05/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33418,,N/A,Referral,08/08/2013,Closed with explanation,Yes,Yes,474570
10/01/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",OR,97220,,N/A,Referral,10/03/2012,Closed with explanation,Yes,No,164418
